field_id,timestamp,date,machine_id,operation,lat,lon,speed,status,area_covered
field_01,2025-05-01T09:04:00Z,2025-05-01,sprayer_01,seeding,43.596882,78.255425,8.8,working,21.6
field_01,2025-05-01T09:34:00Z,2025-05-01,sprayer_01,seeding,43.596853,78.255956,6.1,finishing,22.8
field_01,2025-05-02T00:08:00Z,2025-05-02,sprayer_01,seeding,43.596965,78.243337,6.5,starting,24.0
field_01,2025-05-02T00:32:00Z,2025-05-02,sprayer_01,seeding,43.597149,78.243913,7.8,working,25.2
field_01,2025-05-02T01:07:00Z,2025-05-02,sprayer_01,seeding,43.597123,78.244534,6.5,working,26.4
field_01,2025-05-02T01:37:00Z,2025-05-02,sprayer_01,seeding,43.597439,78.245268,9.3,working,27.6
field_01,2025-05-02T02:04:00Z,2025-05-02,sprayer_01,seeding,43.597527,78.245793,7.5,working,28.8
field_01,2025-05-02T02:32:00Z,2025-05-02,sprayer_01,seeding,43.597578,78.246693,9.2,working,30.0
field_01,2025-05-02T03:05:00Z,2025-05-02,sprayer_01,seeding,43.597545,78.247349,6.9,working,31.2
field_01,2025-05-02T03:37:00Z,2025-05-02,sprayer_01,seeding,43.597752,78.248057,6.2,working,32.4
field_01,2025-05-02T04:02:00Z,2025-05-02,sprayer_01,seeding,43.597733,78.248726,7.2,working,33.6
field_01,2025-05-02T04:33:00Z,2025-05-02,sprayer_01,seeding,43.597739,78.249281,7.0,working,34.8
field_01,2025-05-02T05:04:00Z,2025-05-02,sprayer_01,seeding,43.597925,78.249956,8.1,working,36.0
field_01,2025-05-02T05:40:00Z,2025-05-02,sprayer_01,seeding,43.598069,78.250805,6.8,working,37.2
field_01,2025-05-02T06:04:00Z,2025-05-02,sprayer_01,seeding,43.598416,78.251361,9.5,working,38.4
field_01,2025-05-02T06:35:00Z,2025-05-02,sprayer_01,seeding,43.598298,78.252171,9.3,idle,39.6
field_01,2025-05-02T07:01:00Z,2025-05-02,sprayer_01,seeding,43.598336,78.252478,6.4,working,40.8
field_01,2025-05-02T07:36:00Z,2025-05-02,sprayer_01,seeding,43.598493,78.253284,9.0,working,42.0
field_01,2025-05-02T08:05:00Z,2025-05-02,sprayer_01,seeding,43.598529,78.253934,8.3,working,43.2
field_01,2025-05-02T08:33:00Z,2025-05-02,sprayer_01,seeding,43.598548,78.25451,9.6,idle,44.4
field_01,2025-05-02T09:04:00Z,2025-05-02,sprayer_01,seeding,43.598725,78.255227,9.7,working,45.6
field_01,2025-05-02T09:34:00Z,2025-05-02,sprayer_01,seeding,43.59899,78.25596,6.2,finishing,46.8
field_01,2025-05-03T00:02:00Z,2025-05-03,sprayer_01,seeding,43.599028,78.243185,9.6,starting,48.0
field_01,2025-05-03T00:35:00Z,2025-05-03,sprayer_01,seeding,43.599112,78.24402,6.6,working,49.2
field_01,2025-05-03T01:06:00Z,2025-05-03,sprayer_01,seeding,43.599417,78.24444,6.5,working,50.4
field_01,2025-05-03T01:38:00Z,2025-05-03,sprayer_01,seeding,43.599311,78.245114,7.1,working,51.6
field_01,2025-05-03T02:09:00Z,2025-05-03,sprayer_01,seeding,43.599614,78.246242,8.5,working,52.8
field_01,2025-05-03T02:37:00Z,2025-05-03,sprayer_01,seeding,43.59951,78.246524,6.2,working,54.0
field_01,2025-05-03T03:01:00Z,2025-05-03,sprayer_01,seeding,43.599534,78.24742,8.0,working,55.2
field_01,2025-05-03T03:38:00Z,2025-05-03,sprayer_01,seeding,43.599829,78.247954,7.0,working,56.4
field_01,2025-05-03T04:01:00Z,2025-05-03,sprayer_01,seeding,43.599895,78.248439,8.8,working,57.6
field_01,2025-05-03T04:37:00Z,2025-05-03,sprayer_01,seeding,43.599945,78.249577,9.4,working,58.8
field_01,2025-05-03T05:04:00Z,2025-05-03,sprayer_01,seeding,43.60007,78.249935,8.3,working,60.0
field_01,2025-05-03T05:37:00Z,2025-05-03,sprayer_01,seeding,43.600265,78.250774,8.2,working,61.2
field_01,2025-05-03T06:05:00Z,2025-05-03,sprayer_01,seeding,43.600129,78.251499,7.2,working,62.4
field_01,2025-05-03T06:30:00Z,2025-05-03,sprayer_01,seeding,43.600257,78.251992,6.2,working,63.6
field_01,2025-05-03T07:07:00Z,2025-05-03,sprayer_01,seeding,43.600351,78.252791,6.4,working,64.8
field_01,2025-05-03T07:36:00Z,2025-05-03,sprayer_01,seeding,43.600498,78.253417,6.3,working,66.0
field_01,2025-05-03T08:03:00Z,2025-05-03,sprayer_01,seeding,43.600542,78.254152,9.4,working,67.2
field_01,2025-05-03T08:37:00Z,2025-05-03,sprayer_01,seeding,43.600764,78.254817,8.5,working,68.4
field_01,2025-05-03T09:02:00Z,2025-05-03,sprayer_01,seeding,43.600846,78.25539,6.8,working,69.6
field_01,2025-05-03T09:33:00Z,2025-05-03,sprayer_01,seeding,43.600866,78.25611,8.2,finishing,70.8
field_01,2025-05-04T00:08:00Z,2025-05-04,sprayer_01,seeding,43.600917,78.242995,7.3,starting,72.0
field_01,2025-05-04T00:37:00Z,2025-05-04,sprayer_01,seeding,43.600998,78.244107,8.5,working,73.2
field_01,2025-05-04T01:02:00Z,2025-05-04,sprayer_01,seeding,43.601151,78.244454,8.3,working,74.4
field_01,2025-05-04T01:40:00Z,2025-05-04,sprayer_01,seeding,43.601364,78.245301,7.6,working,75.6
field_01,2025-05-04T02:00:00Z,2025-05-04,sprayer_01,seeding,43.601387,78.245711,6.7,working,76.8
field_01,2025-05-04T02:34:00Z,2025-05-04,sprayer_01,seeding,43.601545,78.246669,7.4,working,78.0
field_01,2025-05-04T03:09:00Z,2025-05-04,sprayer_01,seeding,43.601519,78.247562,6.7,working,79.2
field_01,2025-05-04T03:30:00Z,2025-05-04,sprayer_01,seeding,43.601679,78.248031,9.2,idle,80.4
field_01,2025-05-04T04:05:00Z,2025-05-04,sprayer_01,seeding,43.601793,78.248357,8.8,working,81.6
field_01,2025-05-04T04:31:00Z,2025-05-04,sprayer_01,seeding,43.601957,78.249432,8.7,working,82.8
field_01,2025-05-04T05:09:00Z,2025-05-04,sprayer_01,seeding,43.602136,78.249728,8.0,working,84.0
field_01,2025-05-04T05:30:00Z,2025-05-04,sprayer_01,seeding,43.60211,78.250633,9.9,working,85.2
field_01,2025-05-04T06:05:00Z,2025-05-04,sprayer_01,seeding,43.602122,78.251461,8.1,working,86.4
field_01,2025-05-04T06:31:00Z,2025-05-04,sprayer_01,seeding,43.602078,78.252157,9.5,working,87.6
field_01,2025-05-04T07:05:00Z,2025-05-04,sprayer_01,seeding,43.602351,78.252968,7.3,working,88.8
field_01,2025-05-04T07:33:00Z,2025-05-04,sprayer_01,seeding,43.602387,78.253225,7.8,working,90.0
field_01,2025-05-04T08:07:00Z,2025-05-04,sprayer_01,seeding,43.602396,78.254051,9.6,working,91.2
field_01,2025-05-04T08:39:00Z,2025-05-04,sprayer_01,seeding,43.60264,78.254927,6.2,working,92.4
field_01,2025-05-04T09:01:00Z,2025-05-04,sprayer_01,seeding,43.602868,78.255362,9.1,working,93.6
field_01,2025-05-04T09:30:00Z,2025-05-04,sprayer_01,seeding,43.602884,78.256104,7.2,finishing,94.8
field_01,2025-05-05T00:10:00Z,2025-05-05,sprayer_01,seeding,43.603129,78.243405,8.0,starting,96.0
field_01,2025-05-05T00:36:00Z,2025-05-05,sprayer_01,seeding,43.60285,78.24382,8.3,working,97.2
field_01,2025-05-05T01:06:00Z,2025-05-05,sprayer_01,seeding,43.603077,78.244377,7.5,working,98.4
field_01,2025-05-05T01:40:00Z,2025-05-05,sprayer_01,seeding,43.603206,78.245135,6.9,working,99.6
field_01,2025-05-05T02:09:00Z,2025-05-05,sprayer_01,seeding,43.603257,78.245856,6.6,working,100.8
field_01,2025-05-05T02:33:00Z,2025-05-05,sprayer_01,seeding,43.603418,78.24644,6.0,working,102.0
field_01,2025-05-05T03:03:00Z,2025-05-05,sprayer_01,seeding,43.603544,78.247233,7.6,working,103.2
field_01,2025-05-05T03:35:00Z,2025-05-05,sprayer_01,seeding,43.603778,78.247828,8.9,working,104.4
field_01,2025-05-05T04:08:00Z,2025-05-05,sprayer_01,seeding,43.603756,78.248621,7.8,working,105.6
field_01,2025-05-05T04:36:00Z,2025-05-05,sprayer_01,seeding,43.603738,78.24945,9.2,working,106.8
field_01,2025-05-05T05:07:00Z,2025-05-05,sprayer_01,seeding,43.604042,78.250093,9.3,working,108.0
field_01,2025-05-05T05:38:00Z,2025-05-05,sprayer_01,seeding,43.604164,78.250867,9.2,working,109.2
field_01,2025-05-05T06:04:00Z,2025-05-05,sprayer_01,seeding,43.604193,78.251401,7.5,working,110.4
field_01,2025-05-05T06:38:00Z,2025-05-05,sprayer_01,seeding,43.604213,78.251973,7.7,working,111.6
field_01,2025-05-05T07:03:00Z,2025-05-05,sprayer_01,seeding,43.604346,78.252669,7.4,working,112.8
field_01,2025-05-05T07:35:00Z,2025-05-05,sprayer_01,seeding,43.604357,78.253433,6.2,working,114.0
field_01,2025-05-05T08:01:00Z,2025-05-05,sprayer_01,seeding,43.604422,78.254013,8.9,working,115.2
field_01,2025-05-05T08:38:00Z,2025-05-05,sprayer_01,seeding,43.604701,78.254723,7.5,working,116.4
field_01,2025-05-05T09:03:00Z,2025-05-05,sprayer_01,seeding,43.60463,78.255339,6.4,working,117.6
field_01,2025-05-05T09:34:00Z,2025-05-05,sprayer_01,seeding,43.604819,78.25598,9.7,finishing,118.8
field_01,2025-05-21T00:02:00Z,2025-05-21,tractor_02,fertilizing,43.594993,78.243193,9.2,starting,0.0
field_01,2025-05-21T00:40:00Z,2025-05-21,tractor_02,fertilizing,43.595314,78.243893,11.1,working,2.0
field_01,2025-05-21T01:04:00Z,2025-05-21,tractor_02,fertilizing,43.595297,78.244603,9.9,working,4.0
field_01,2025-05-21T01:34:00Z,2025-05-21,tractor_02,fertilizing,43.595495,78.24525,8.1,working,6.0
field_01,2025-05-21T02:09:00Z,2025-05-21,tractor_02,fertilizing,43.595791,78.246169,8.6,working,8.0
field_01,2025-05-21T02:32:00Z,2025-05-21,tractor_02,fertilizing,43.595874,78.246498,8.4,working,10.0
field_01,2025-05-21T03:02:00Z,2025-05-21,tractor_02,fertilizing,43.596143,78.247497,11.1,working,12.0
field_01,2025-05-21T03:38:00Z,2025-05-21,tractor_02,fertilizing,43.596175,78.248003,10.5,working,14.0
field_01,2025-05-21T04:02:00Z,2025-05-21,tractor_02,fertilizing,43.596201,78.248527,9.8,working,16.0
field_01,2025-05-21T04:33:00Z,2025-05-21,tractor_02,fertilizing,43.596459,78.2493,10.2,working,18.0
field_01,2025-05-21T05:09:00Z,2025-05-21,tractor_02,fertilizing,43.596765,78.249918,9.0,working,20.0
field_01,2025-05-21T05:33:00Z,2025-05-21,tractor_02,fertilizing,43.596797,78.250508,8.3,working,22.0
field_01,2025-05-21T06:01:00Z,2025-05-21,tractor_02,fertilizing,43.597006,78.251136,9.6,working,24.0
field_01,2025-05-21T06:35:00Z,2025-05-21,tractor_02,fertilizing,43.597304,78.252124,10.6,working,26.0
field_01,2025-05-21T07:02:00Z,2025-05-21,tractor_02,fertilizing,43.597429,78.25276,11.0,working,28.0
field_01,2025-05-21T07:33:00Z,2025-05-21,tractor_02,fertilizing,43.597483,78.253337,10.2,working,30.0
field_01,2025-05-21T08:07:00Z,2025-05-21,tractor_02,fertilizing,43.597774,78.254091,8.7,idle,32.0
field_01,2025-05-21T08:35:00Z,2025-05-21,tractor_02,fertilizing,43.597921,78.254737,10.3,working,34.0
field_01,2025-05-21T09:06:00Z,2025-05-21,tractor_02,fertilizing,43.598022,78.255213,8.5,working,36.0
field_01,2025-05-21T09:39:00Z,2025-05-21,tractor_02,fertilizing,43.598076,78.256091,8.0,finishing,38.0
field_01,2025-05-22T00:00:00Z,2025-05-22,tractor_02,fertilizing,43.598206,78.243071,11.5,starting,40.0
field_01,2025-05-22T00:39:00Z,2025-05-22,tractor_02,fertilizing,43.598335,78.243697,11.3,working,42.0
field_01,2025-05-22T01:00:00Z,2025-05-22,tractor_02,fertilizing,43.598516,78.244565,10.8,working,44.0
field_01,2025-05-22T01:33:00Z,2025-05-22,tractor_02,fertilizing,43.598875,78.245261,10.5,working,46.0
field_01,2025-05-22T02:04:00Z,2025-05-22,tractor_02,fertilizing,43.598956,78.245716,11.1,working,48.0
field_01,2025-05-22T02:38:00Z,2025-05-22,tractor_02,fertilizing,43.599117,78.246509,10.8,working,50.0
field_01,2025-05-22T03:04:00Z,2025-05-22,tractor_02,fertilizing,43.599316,78.247369,10.9,working,52.0
field_01,2025-05-22T03:30:00Z,2025-05-22,tractor_02,fertilizing,43.599545,78.247913,9.8,working,54.0
field_01,2025-05-22T04:03:00Z,2025-05-22,tractor_02,fertilizing,43.59969,78.248786,9.4,working,56.0
field_01,2025-05-22T04:40:00Z,2025-05-22,tractor_02,fertilizing,43.599824,78.249562,11.6,working,58.0
field_01,2025-05-22T05:05:00Z,2025-05-22,tractor_02,fertilizing,43.599907,78.250109,8.1,idle,60.0
field_01,2025-05-22T05:31:00Z,2025-05-22,tractor_02,fertilizing,43.600149,78.250933,9.2,working,62.0
field_01,2025-05-22T06:04:00Z,2025-05-22,tractor_02,fertilizing,43.600311,78.251377,8.8,working,64.0
field_01,2025-05-22T06:38:00Z,2025-05-22,tractor_02,fertilizing,43.600557,78.252017,11.6,working,66.0
field_01,2025-05-22T07:02:00Z,2025-05-22,tractor_02,fertilizing,43.600695,78.252941,8.5,working,68.0
field_01,2025-05-22T07:39:00Z,2025-05-22,tractor_02,fertilizing,43.601074,78.253473,10.2,working,70.0
field_01,2025-05-22T08:09:00Z,2025-05-22,tractor_02,fertilizing,43.600666,78.25378,10.5,working,72.0
field_01,2025-05-22T08:33:00Z,2025-05-22,tractor_02,fertilizing,43.601188,78.254956,8.3,working,74.0
field_01,2025-05-22T09:06:00Z,2025-05-22,tractor_02,fertilizing,43.601363,78.25508,9.7,working,76.0
field_01,2025-05-22T09:31:00Z,2025-05-22,tractor_02,fertilizing,43.601587,78.256093,9.7,finishing,78.0
field_01,2025-05-23T00:08:00Z,2025-05-23,tractor_02,fertilizing,43.601714,78.24312,8.4,starting,80.0
field_01,2025-05-23T00:38:00Z,2025-05-23,tractor_02,fertilizing,43.601733,78.24384,11.8,working,82.0
field_01,2025-05-23T01:07:00Z,2025-05-23,tractor_02,fertilizing,43.601947,78.244342,8.5,working,84.0
field_01,2025-05-23T01:35:00Z,2025-05-23,tractor_02,fertilizing,43.602103,78.245262,8.4,working,86.0
field_01,2025-05-23T02:07:00Z,2025-05-23,tractor_02,fertilizing,43.602406,78.245849,11.0,working,88.0
field_01,2025-05-23T02:36:00Z,2025-05-23,tractor_02,fertilizing,43.602546,78.246637,8.9,idle,90.0
field_01,2025-05-23T03:07:00Z,2025-05-23,tractor_02,fertilizing,43.602492,78.247112,10.8,working,92.0
field_01,2025-05-23T03:40:00Z,2025-05-23,tractor_02,fertilizing,43.602701,78.247907,9.0,working,94.0
field_01,2025-05-23T04:07:00Z,2025-05-23,tractor_02,fertilizing,43.602833,78.24881,10.3,working,96.0
field_01,2025-05-23T04:32:00Z,2025-05-23,tractor_02,fertilizing,43.602999,78.249127,11.4,working,98.0
field_01,2025-05-23T05:02:00Z,2025-05-23,tractor_02,fertilizing,43.603248,78.249945,8.3,working,100.0
field_01,2025-05-23T05:37:00Z,2025-05-23,tractor_02,fertilizing,43.603519,78.250771,9.7,working,102.0
field_01,2025-05-23T06:05:00Z,2025-05-23,tractor_02,fertilizing,43.603559,78.251469,10.7,working,104.0
field_01,2025-05-23T06:40:00Z,2025-05-23,tractor_02,fertilizing,43.603655,78.25201,8.1,working,106.0
field_01,2025-05-23T07:06:00Z,2025-05-23,tractor_02,fertilizing,43.603902,78.25279,10.2,working,108.0
field_01,2025-05-23T07:37:00Z,2025-05-23,tractor_02,fertilizing,43.604058,78.253381,10.8,working,110.0
field_01,2025-05-23T08:05:00Z,2025-05-23,tractor_02,fertilizing,43.60427,78.254135,11.6,working,112.0
field_01,2025-05-23T08:37:00Z,2025-05-23,tractor_02,fertilizing,43.604458,78.254553,12.0,working,114.0
field_01,2025-05-23T09:10:00Z,2025-05-23,tractor_02,fertilizing,43.604739,78.255375,10.8,working,116.0
field_01,2025-05-23T09:34:00Z,2025-05-23,tractor_02,fertilizing,43.604811,78.256107,9.5,finishing,118.0
field_01,2025-06-15T00:07:00Z,2025-06-15,sprayer_01,spraying,43.594924,78.243209,9.0,starting,0.0
field_01,2025-06-15T00:33:00Z,2025-06-15,sprayer_01,spraying,43.595098,78.243786,10.5,working,3.0
field_01,2025-06-15T01:09:00Z,2025-06-15,sprayer_01,spraying,43.595607,78.244571,7.2,idle,6.0
field_01,2025-06-15T01:33:00Z,2025-06-15,sprayer_01,spraying,43.595778,78.245235,8.7,working,9.0
field_01,2025-06-15T02:03:00Z,2025-06-15,sprayer_01,spraying,43.596028,78.246067,7.7,working,12.0
field_01,2025-06-15T02:35:00Z,2025-06-15,sprayer_01,spraying,43.596274,78.246361,8.6,working,15.0
field_01,2025-06-15T03:00:00Z,2025-06-15,sprayer_01,spraying,43.596629,78.247351,8.8,working,18.0
field_01,2025-06-15T03:30:00Z,2025-06-15,sprayer_01,spraying,43.596755,78.248012,7.1,working,21.0
field_01,2025-06-15T04:07:00Z,2025-06-15,sprayer_01,spraying,43.596948,78.248571,10.7,working,24.0
field_01,2025-06-15T04:38:00Z,2025-06-15,sprayer_01,spraying,43.597274,78.249416,7.4,working,27.0
field_01,2025-06-15T05:01:00Z,2025-06-15,sprayer_01,spraying,43.597669,78.250002,10.2,working,30.0
field_01,2025-06-15T05:36:00Z,2025-06-15,sprayer_01,spraying,43.597712,78.250869,9.8,working,33.0
field_01,2025-06-15T06:07:00Z,2025-06-15,sprayer_01,spraying,43.598002,78.251229,8.8,working,36.0
field_01,2025-06-15T06:39:00Z,2025-06-15,sprayer_01,spraying,43.598377,78.251933,10.5,working,39.0
field_01,2025-06-15T07:04:00Z,2025-06-15,sprayer_01,spraying,43.598568,78.252518,8.9,working,42.0
field_01,2025-06-15T07:34:00Z,2025-06-15,sprayer_01,spraying,43.598772,78.253516,9.3,working,45.0
field_01,2025-06-15T08:06:00Z,2025-06-15,sprayer_01,spraying,43.599002,78.254103,7.6,working,48.0
field_01,2025-06-15T08:36:00Z,2025-06-15,sprayer_01,spraying,43.599365,78.254393,8.0,working,51.0
field_01,2025-06-15T09:06:00Z,2025-06-15,sprayer_01,spraying,43.599492,78.255546,7.4,working,54.0
field_01,2025-06-15T09:32:00Z,2025-06-15,sprayer_01,spraying,43.599759,78.256146,8.2,finishing,57.0
field_01,2025-06-16T00:05:00Z,2025-06-16,sprayer_01,spraying,43.60005,78.243241,7.5,starting,60.0
field_01,2025-06-16T00:37:00Z,2025-06-16,sprayer_01,spraying,43.600159,78.243738,7.9,working,63.0
field_01,2025-06-16T01:07:00Z,2025-06-16,sprayer_01,spraying,43.60043,78.244622,9.4,working,66.0
field_01,2025-06-16T01:32:00Z,2025-06-16,sprayer_01,spraying,43.600698,78.245321,8.9,working,69.0
field_01,2025-06-16T02:09:00Z,2025-06-16,sprayer_01,spraying,43.601048,78.246043,10.7,working,72.0
field_01,2025-06-16T02:32:00Z,2025-06-16,sprayer_01,spraying,43.601284,78.246728,9.4,working,75.0
field_01,2025-06-16T03:10:00Z,2025-06-16,sprayer_01,spraying,43.601405,78.247288,9.1,working,78.0
field_01,2025-06-16T03:31:00Z,2025-06-16,sprayer_01,spraying,43.601738,78.248006,9.4,working,81.0
field_01,2025-06-16T04:04:00Z,2025-06-16,sprayer_01,spraying,43.602017,78.248541,7.3,working,84.0
field_01,2025-06-16T04:40:00Z,2025-06-16,sprayer_01,spraying,43.602197,78.24944,7.2,working,87.0
field_01,2025-06-16T05:03:00Z,2025-06-16,sprayer_01,spraying,43.602441,78.249848,7.2,working,90.0
field_01,2025-06-16T05:33:00Z,2025-06-16,sprayer_01,spraying,43.602743,78.250593,8.1,idle,93.0
field_01,2025-06-16T06:05:00Z,2025-06-16,sprayer_01,spraying,43.602911,78.251233,7.5,working,96.0
field_01,2025-06-16T06:31:00Z,2025-06-16,sprayer_01,spraying,43.603112,78.252242,9.8,working,99.0
field_01,2025-06-16T07:10:00Z,2025-06-16,sprayer_01,spraying,43.603385,78.252668,8.8,working,102.0
field_01,2025-06-16T07:40:00Z,2025-06-16,sprayer_01,spraying,43.603574,78.253226,10.7,working,105.0
field_01,2025-06-16T08:00:00Z,2025-06-16,sprayer_01,spraying,43.6039,78.254067,7.3,working,108.0
field_01,2025-06-16T08:32:00Z,2025-06-16,sprayer_01,spraying,43.604182,78.254561,8.6,working,111.0
field_01,2025-06-16T09:05:00Z,2025-06-16,sprayer_01,spraying,43.604574,78.255397,8.1,working,114.0
field_01,2025-06-16T09:31:00Z,2025-06-16,sprayer_01,spraying,43.604477,78.256239,7.9,finishing,117.0
field_01,2025-07-15T00:01:00Z,2025-07-15,sprayer_01,spraying,43.594893,78.24334,8.4,starting,0.0
field_01,2025-07-15T00:32:00Z,2025-07-15,sprayer_01,spraying,43.595231,78.24387,7.7,working,3.0
field_01,2025-07-15T01:05:00Z,2025-07-15,sprayer_01,spraying,43.595608,78.244868,7.0,working,6.0
field_01,2025-07-15T01:34:00Z,2025-07-15,sprayer_01,spraying,43.595728,78.24528,10.7,working,9.0
field_01,2025-07-15T02:07:00Z,2025-07-15,sprayer_01,spraying,43.595966,78.246063,9.2,working,12.0
field_01,2025-07-15T02:38:00Z,2025-07-15,sprayer_01,spraying,43.596445,78.246522,10.4,working,15.0
field_01,2025-07-15T03:07:00Z,2025-07-15,sprayer_01,spraying,43.596484,78.247234,10.4,working,18.0
field_01,2025-07-15T03:37:00Z,2025-07-15,sprayer_01,spraying,43.596924,78.247857,9.2,working,21.0
field_01,2025-07-15T04:10:00Z,2025-07-15,sprayer_01,spraying,43.596946,78.248574,10.5,working,24.0
field_01,2025-07-15T04:33:00Z,2025-07-15,sprayer_01,spraying,43.597441,78.249286,7.6,idle,27.0
field_01,2025-07-15T05:01:00Z,2025-07-15,sprayer_01,spraying,43.597577,78.249984,8.9,working,30.0
field_01,2025-07-15T05:37:00Z,2025-07-15,sprayer_01,spraying,43.59775,78.250705,11.0,working,33.0
field_01,2025-07-15T06:08:00Z,2025-07-15,sprayer_01,spraying,43.597927,78.251547,7.3,working,36.0
field_01,2025-07-15T06:40:00Z,2025-07-15,sprayer_01,spraying,43.598307,78.251665,8.9,working,39.0
field_01,2025-07-15T07:07:00Z,2025-07-15,sprayer_01,spraying,43.598709,78.252639,9.4,working,42.0
field_01,2025-07-15T07:34:00Z,2025-07-15,sprayer_01,spraying,43.59874,78.25325,8.7,working,45.0
field_01,2025-07-15T08:10:00Z,2025-07-15,sprayer_01,spraying,43.599033,78.254099,8.5,working,48.0
field_01,2025-07-15T08:35:00Z,2025-07-15,sprayer_01,spraying,43.599201,78.25475,7.8,working,51.0
field_01,2025-07-15T09:04:00Z,2025-07-15,sprayer_01,spraying,43.599528,78.255201,10.1,working,54.0
field_01,2025-07-15T09:31:00Z,2025-07-15,sprayer_01,spraying,43.599741,78.255976,8.7,finishing,57.0
field_01,2025-07-16T00:09:00Z,2025-07-16,sprayer_01,spraying,43.60008,78.243235,9.1,starting,60.0
field_01,2025-07-16T00:39:00Z,2025-07-16,sprayer_01,spraying,43.600058,78.24388,8.5,working,63.0
field_01,2025-07-16T01:02:00Z,2025-07-16,sprayer_01,spraying,43.600556,78.24457,10.1,working,66.0
field_01,2025-07-16T01:32:00Z,2025-07-16,sprayer_01,spraying,43.600876,78.245384,10.9,working,69.0
field_01,2025-07-16T02:02:00Z,2025-07-16,sprayer_01,spraying,43.601233,78.24601,8.1,working,72.0
field_01,2025-07-16T02:40:00Z,2025-07-16,sprayer_01,spraying,43.60126,78.246866,9.2,working,75.0
field_01,2025-07-16T03:05:00Z,2025-07-16,sprayer_01,spraying,43.601384,78.247363,7.7,working,78.0
field_01,2025-07-16T03:30:00Z,2025-07-16,sprayer_01,spraying,43.601729,78.247992,8.7,working,81.0
field_01,2025-07-16T04:07:00Z,2025-07-16,sprayer_01,spraying,43.601925,78.248637,9.9,working,84.0
field_01,2025-07-16T04:32:00Z,2025-07-16,sprayer_01,spraying,43.602344,78.24943,7.4,working,87.0
field_01,2025-07-16T05:09:00Z,2025-07-16,sprayer_01,spraying,43.602431,78.250119,10.6,working,90.0
field_01,2025-07-16T05:32:00Z,2025-07-16,sprayer_01,spraying,43.602632,78.250751,8.3,working,93.0
field_01,2025-07-16T06:03:00Z,2025-07-16,sprayer_01,spraying,43.602889,78.251397,10.4,working,96.0
field_01,2025-07-16T06:35:00Z,2025-07-16,sprayer_01,spraying,43.603267,78.252078,7.5,idle,99.0
field_01,2025-07-16T07:00:00Z,2025-07-16,sprayer_01,spraying,43.603466,78.252362,10.4,working,102.0
field_01,2025-07-16T07:35:00Z,2025-07-16,sprayer_01,spraying,43.603678,78.253334,9.0,working,105.0
field_01,2025-07-16T08:05:00Z,2025-07-16,sprayer_01,spraying,43.604077,78.254023,7.6,working,108.0
field_01,2025-07-16T08:36:00Z,2025-07-16,sprayer_01,spraying,43.60425,78.254638,9.2,working,111.0
field_01,2025-07-16T09:00:00Z,2025-07-16,sprayer_01,spraying,43.604357,78.255271,8.6,working,114.0
field_01,2025-07-16T09:40:00Z,2025-07-16,sprayer_01,spraying,43.604599,78.256063,10.1,finishing,117.0
field_01,2025-09-13T00:04:00Z,2025-09-13,combine_01,harvesting,43.595014,78.243183,7.8,starting,0.0
field_01,2025-09-13T00:32:00Z,2025-09-13,combine_01,harvesting,43.595084,78.24402,6.8,working,0.9
